CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
FB,572,BULGARIA  AIR,2022-09-06T04:50:00,2022-09-06T04:50:00,D,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,"","",ON TIME,בזמן
LH,691,LUFTHANSA,2022-09-06T04:50:00,2022-09-06T04:50:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,"","",ON TIME,בזמן
LX,257,SWISS INT`L  AIRLINES,2022-09-06T04:50:00,2022-09-06T04:50:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,"","",ON TIME,בזמן
NH,5460,ALL NIPPON AIRWAYS,2022-09-06T04:50:00,2022-09-06T04:50:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,"","",ON TIME,בזמן
NO,1383,NEOS,2022-09-06T04:50:00,2022-09-06T04:50:00,D,VRN,VILLAFRANCA-VERONA,ורונה,VERONA,איטליה,ITALY,3,"","",ON TIME,בזמן
SN,7170,BRUSSELS AIRLINES,2022-09-06T04:50:00,2022-09-06T04:50:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,"","",ON TIME,בזמן
TK,793,TURKISH AIRLINES,2022-09-06T04:50:00,2022-09-06T04:50:00,D,IST,ISTANBUL,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,"","",ON TIME,בזמן
UA,9121,UNITED AIRLINES,2022-09-06T04:50:00,2022-09-06T04:50:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,"","",ON TIME,בזמן
LY,311,EL AL ISRAEL AIRLINES,2022-09-06T05:00:00,2022-09-06T05:00:00,D,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3,"","",ON TIME,בזמן
LO,152,LOT POLISH AIRLINES,2022-09-06T05:05:00,2022-09-06T05:05:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,"","",ON TIME,בזמן
LY,9109,EL AL ISRAEL AIRLINES,2022-09-06T05:05:00,2022-09-06T05:05:00,D,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,"","",ON TIME,בזמן
TP,1604,AIR PORTUGAL,2022-09-06T05:05:00,2022-09-06T05:05:00,D,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,"","",ON TIME,בזמן
A3,929,AEGEAN  AIRLINES,2022-09-06T05:10:00,2022-09-06T05:10:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,"","",ON TIME,בזמן
IB,5596,IBERIA,2022-09-06T05:10:00,2022-09-06T05:10:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,"","",ON TIME,בזמן
PC,786,PEGASUS AIRLINES,2022-09-06T05:10:00,2022-09-06T05:10:00,D,SAW,ISTANBUL-SABIHA GOKCHEN,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,"","",ON TIME,בזמן
VY,7845,VUELING AIRLINES S.A.,2022-09-06T05:10:00,2022-09-06T05:10:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,"","",ON TIME,בזמן
AA,8373,AMERICAN AIRLINES,2022-09-06T05:15:00,2022-09-06T05:15:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,"","",NOT FINAL,לא סופי
AM,7876,AERO MEXICO,2022-09-06T05:15:00,2022-09-06T05:15:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,"","",NOT FINAL,לא סופי
AZ,809,ITALIA TRASPORTO AEREO,2022-09-06T05:15:00,2022-09-06T05:15:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,"","",ON TIME,בזמן
DL,6655,DELTA AIRLINES,2022-09-06T05:15:00,2022-09-06T05:15:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,"","",ON TIME,בזמן
FB,1773,BULGARIA  AIR,2022-09-06T05:15:00,2022-09-06T05:15:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,"","",ON TIME,בזמן
JU,7380,AIR SERBIA,2022-09-06T05:15:00,2022-09-06T05:15:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,"","",ON TIME,בזמן
LY,318,EL AL ISRAEL AIRLINES,2022-09-06T05:15:00,2022-09-06T05:15:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,"","",NOT FINAL,לא סופי
AT,9332,ROYAL AIR MAROC,2022-09-06T05:20:00,2022-09-06T05:20:00,A,RAK,MARRAKESH,מארקש,MARRAKESH,מרוקו,MOROCCO,3,"","",NOT FINAL,לא סופי
LY,554,EL AL ISRAEL AIRLINES,2022-09-06T05:20:00,2022-09-06T05:20:00,A,RAK,MARRAKESH,מארקש,MARRAKESH,מרוקו,MOROCCO,3,"","",NOT FINAL,לא סופי
AM,7879,AERO MEXICO,2022-09-06T05:25:00,2022-09-06T05:25:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,"","",ON TIME,בזמן
AR,7871,AEROLINEAS ARGENTINAS S.A.,2022-09-06T05:25:00,2022-09-06T05:25:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,"","",ON TIME,בזמן
IB,2394,IBERIA,2022-09-06T05:25:00,2022-09-06T05:25:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,"","",ON TIME,בזמן
LY,395,EL AL ISRAEL AIRLINES,2022-09-06T05:25:00,2022-09-06T05:25:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,"","",ON TIME,בזמן
AA,8789,AMERICAN AIRLINES,2022-09-06T05:30:00,2022-09-06T05:30:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,"","",ON TIME,בזמן
IB,3317,IBERIA,2022-09-06T05:30:00,2022-09-06T05:30:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,"","",ON TIME,בזמן
LY,8397,EL AL ISRAEL AIRLINES,2022-09-06T05:30:00,2022-09-06T05:30:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,"","",ON TIME,בזמן
VY,5270,VUELING AIRLINES S.A.,2022-09-06T05:30:00,2022-09-06T05:30:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,"","",ON TIME,בזמן
FX,6293,FEDERAL EXPRESS,2022-09-06T05:35:00,2022-09-06T05:35:00,A,CGN,COLOGNE-BONN,קלן,COLOGNE,גרמניה,GERMANY,3,"","",NOT FINAL,לא סופי
OK,5289,CZECH AIRLINES,2022-09-06T05:35:00,2022-09-06T05:35:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,"","",ON TIME,בזמן
QS,1287,SMARTWINGS,2022-09-06T05:35:00,2022-09-06T05:35:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,"","",ON TIME,בזמן
6H,7767,ISRAIR AIRLINES,2022-09-06T05:35:00,2022-09-06T05:35:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,"","",ON TIME,בזמן
AA,8389,AMERICAN AIRLINES,2022-09-06T05:45:00,2022-09-06T05:45:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,"","",ON TIME,בזמן
AM,7891,AERO MEXICO,2022-09-06T05:45:00,2022-09-06T05:45:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,"","",ON TIME,בזמן
IB,2392,IBERIA,2022-09-06T05:45:00,2022-09-06T05:45:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,"","",ON TIME,בזמן
LY,376,EL AL ISRAEL AIRLINES,2022-09-06T05:45:00,2022-09-06T05:45:00,A,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,"","",NOT FINAL,לא סופי
LY,393,EL AL ISRAEL AIRLINES,2022-09-06T05:45:00,2022-09-06T05:45:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,"","",ON TIME,בזמן
OU,357,CROATIA AIR,2022-09-06T05:45:00,2022-09-06T05:45:00,D,ZAG,ZAGREB,זאגרב,ZAGREB,קרואטיה,CROATIA,3,"","",ON TIME,בזמן
TP,8913,AIR PORTUGAL,2022-09-06T05:45:00,2022-09-06T05:45:00,A,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,"","",NOT FINAL,לא סופי
PC,6498,PEGASUS AIRLINES,2022-09-06T05:55:00,2022-09-06T05:55:00,A,TZX,TRABZON,טרבזון,TRABZON,טורקיה,TURKEY,3,"","",NOT FINAL,לא סופי
AA,8374,AMERICAN AIRLINES,2022-09-06T06:00:00,2022-09-06T06:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,"","",ON TIME,בזמן
AM,7867,AERO MEXICO,2022-09-06T06:00:00,2022-09-06T06:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,"","",ON TIME,בזמן
IZ,441,ARKIA  ISRAELI  AIRLINES,2022-09-06T06:00:00,2022-09-06T06:00:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,"","",ON TIME,בזמן
LY,319,EL AL ISRAEL AIRLINES,2022-09-06T06:00:00,2022-09-06T06:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,"","",ON TIME,בזמן
PC,788,PEGASUS AIRLINES,2022-09-06T06:00:00,2022-09-06T06:00:00,D,AYT,ANTALYA,אנטליה,ANTALYA,טורקיה,TURKEY,1,"","",ON TIME,בזמן
TO,3441,TRANSAVIA FRANCE,2022-09-06T06:00:00,2022-09-06T06:00:00,D,ORY,PARIS-ORLY,פריס,PARIS,צרפת,FRANCE,3,"","",ON TIME,בזמן
AA,8388,AMERICAN AIRLINES,2022-09-06T06:05:00,2022-09-06T06:05:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,"","",ON TIME,בזמן
AR,7877,AEROLINEAS ARGENTINAS S.A.,2022-09-06T06:05:00,2022-09-06T06:05:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,"","",ON TIME,בזמן
LY,385,EL AL ISRAEL AIRLINES,2022-09-06T06:05:00,2022-09-06T06:05:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,"","",ON TIME,בזמן
TP,8898,AIR PORTUGAL,2022-09-06T06:05:00,2022-09-06T06:05:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,"","",ON TIME,בזמן
AA,8378,AMERICAN AIRLINES,2022-09-06T06:10:00,2022-09-06T06:10:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,"","",ON TIME,בזמן
LY,337,EL AL ISRAEL AIRLINES,2022-09-06T06:10:00,2022-09-06T06:10:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,"","",ON TIME,בזמן
LY,345,EL AL ISRAEL AIRLINES,2022-09-06T06:10:00,2022-09-06T06:10:00,D,GVA,GENEVA,ז'נבה,GENEVA,שוויץ,SWITZERLAND,3,"","",ON TIME,בזמן
LY,5105,EL AL ISRAEL AIRLINES,2022-09-06T06:10:00,2022-09-06T06:10:00,D,LJU,LJUBLJANA,לובליאנה,LJUBLJANA,סלובניה,SLOVENIA,3,"","",ON TIME,בזמן
OS,860,AUSTRIAN AIRLINES,2022-09-06T06:15:00,2022-09-06T06:15:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,"","",ON TIME,בזמן
LY,2371,EL AL ISRAEL AIRLINES,2022-09-06T06:20:00,2022-09-06T06:20:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,"","",ON TIME,בזמן
TK,7711,TURKISH AIRLINES,2022-09-06T06:20:00,2022-09-06T06:20:00,D,SAW,ISTANBUL-SABIHA GOKCHEN,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,"","",ON TIME,בזמן
IZ,801,ARKIA  ISRAELI  AIRLINES,2022-09-06T06:30:00,2022-09-06T06:30:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,"","",ON TIME,בזמן
LY,025,EL AL ISRAEL AIRLINES,2022-09-06T06:30:00,2022-09-06T06:30:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,"","",ON TIME,בזמן
LY,223,EL AL ISRAEL AIRLINES,2022-09-06T06:30:00,2022-09-06T06:30:00,D,NCE,NICE,ניס,NICE,צרפת,FRANCE,3,"","",ON TIME,בזמן
6H,425,ISRAIR AIRLINES,2022-09-06T06:30:00,2022-09-06T06:30:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,"","",ON TIME,בזמן
LY,361,EL AL ISRAEL AIRLINES,2022-09-06T06:40:00,2022-09-06T06:40:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,"","",ON TIME,בזמן
LY,2365,EL AL ISRAEL AIRLINES,2022-09-06T06:45:00,2022-09-06T06:45:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,"","",ON TIME,בזמן
LY,082,EL AL ISRAEL AIRLINES,2022-09-06T06:50:00,2022-09-06T06:50:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,"","",NOT FINAL,לא סופי
QF,5021,QANTAS AIRWAYS,2022-09-06T06:50:00,2022-09-06T06:50:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,"","",NOT FINAL,לא סופי
TG,4583,THAI AIRWAYS,2022-09-06T06:50:00,2022-09-06T06:50:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,"","",NOT FINAL,לא סופי
VN,3299,VIETNAM AIRLINES,2022-09-06T06:50:00,2022-09-06T06:50:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,"","",NOT FINAL,לא סופי
LY,028,EL AL ISRAEL AIRLINES,2022-09-06T06:55:00,2022-09-06T06:55:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,"","",NOT FINAL,לא סופי
PC,780,PEGASUS AIRLINES,2022-09-06T06:55:00,2022-09-06T06:55:00,D,SAW,ISTANBUL-SABIHA GOKCHEN,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,"","",ON TIME,בזמן
AR,7850,AEROLINEAS ARGENTINAS S.A.,2022-09-06T07:00:00,2022-09-06T07:00:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,"","",NOT FINAL,לא סופי
IZ,213,ARKIA  ISRAELI  AIRLINES,2022-09-06T07:00:00,2022-09-06T07:00:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,"","",ON TIME,בזמן
LY,018,EL AL ISRAEL AIRLINES,2022-09-06T07:00:00,2022-09-06T07:00:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,"","",NOT FINAL,לא סופי
QAS,N8VC,QUALITY AIR SERVICES,2022-09-06T07:00:00,2022-09-06T07:00:00,D,AQJ,AQABA,עקבה,AQABA,ירדן,JORDAN,3,"","",ON TIME,בזמן
TK,811,TURKISH AIRLINES,2022-09-06T07:00:00,2022-09-06T07:00:00,D,IST,ISTANBUL,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,"","",ON TIME,בזמן
BA,166,BRITISH AIRWAYS PLC,2022-09-06T07:10:00,2022-09-06T07:10:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,"","",ON TIME,בזמן
LY,541,EL AL ISRAEL AIRLINES,2022-09-06T07:10:00,2022-09-06T07:10:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,"","",ON TIME,בזמן
LH,683,LUFTHANSA,2022-09-06T07:15:00,2022-09-06T07:15:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,"","",ON TIME,בזמן
DL,5936,DELTA AIRLINES,2022-09-06T07:25:00,2022-09-06T07:25:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,"","",ON TIME,בזמן
VS,454,VIRGIN ATLANTIC AIRWAYS,2022-09-06T07:25:00,2022-09-06T07:25:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,"","",ON TIME,בזמן
A3,459,AEGEAN  AIRLINES,2022-09-06T07:40:00,2022-09-06T07:40:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,"","",ON TIME,בזמן
AA,8385,AMERICAN AIRLINES,2022-09-06T07:45:00,2022-09-06T07:45:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,"","",ON TIME,בזמן
LY,381,EL AL ISRAEL AIRLINES,2022-09-06T07:45:00,2022-09-06T07:45:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,"","",ON TIME,בזמן
TP,8910,AIR PORTUGAL,2022-09-06T07:45:00,2022-09-06T07:45:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,"","",ON TIME,בזמן
AF,975,AIR FRANCE,2022-09-06T07:50:00,2022-09-06T07:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,"","",ON TIME,בזמן
DL,8509,DELTA AIRLINES,2022-09-06T07:50:00,2022-09-06T07:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,"","",ON TIME,בזמן
TWI,502,TAILWIND AIRLINES,2022-09-06T07:50:00,2022-09-06T07:50:00,D,AYT,ANTALYA,אנטליה,ANTALYA,טורקיה,TURKEY,3,"","",ON TIME,בזמן
AA,8393,AMERICAN AIRLINES,2022-09-06T08:00:00,2022-09-06T08:00:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,"","",ON TIME,בזמן
LY,347,EL AL ISRAEL AIRLINES,2022-09-06T08:00:00,2022-09-06T08:00:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,"","",ON TIME,בזמן
LY,611,EL AL ISRAEL AIRLINES,2022-09-06T08:00:00,2022-09-06T08:00:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,"","",ON TIME,בזמן
6H,421,ISRAIR AIRLINES,2022-09-06T08:00:00,2022-09-06T08:00:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,"","",ON TIME,בזמן
6H,515,ISRAIR AIRLINES,2022-09-06T08:00:00,2022-09-06T08:00:00,D,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,1,"","",ON TIME,בזמן
9U,547,AIR MOLDOVA,2022-09-06T08:05:00,2022-09-06T08:05:00,A,KIV,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,"","",NOT FINAL,לא סופי
FB,6084,BULGARIA  AIR,2022-09-06T08:10:00,2022-09-06T08:10:00,D,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3,"","",ON TIME,בזמן
6H,247,ISRAIR AIRLINES,2022-09-06T08:10:00,2022-09-06T08:10:00,D,SZG,SALZBURG,זלצבורג,SALZBURG,אוסטריה,AUSTRIA,3,"","",ON TIME,בזמן
U8,1848,TUS AIRWAYS,2022-09-06T08:20:00,2022-09-06T08:20:00,D,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,"","",ON TIME,בזמן
USF,SPAR1,USA AIR FORCE,2022-09-06T08:30:00,2022-09-06T08:30:00,D,SNN,SHANNON,שנון,SHANNON,אירלנד,IRELAND,3,"","",ON TIME,בזמן
6H,177,ISRAIR AIRLINES,2022-09-06T08:30:00,2022-09-06T08:30:00,D,TIV,TIVAT,טיבאת,TIVAT,מונטנגרו,MONTENEGRO,1,"","",ON TIME,בזמן
W6,3257,WIZZAIR,2022-09-06T08:35:00,2022-09-06T08:35:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,"","",NOT FINAL,לא סופי
BZ,752,BLUE BIRD AIRWAYS,2022-09-06T08:40:00,2022-09-06T08:40:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,"","",ON TIME,בזמן
IZ,802,ARKIA  ISRAELI  AIRLINES,2022-09-06T08:45:00,2022-09-06T08:45:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,"","",NOT FINAL,לא סופי
TK,784,TURKISH AIRLINES,2022-09-06T08:55:00,2022-09-06T08:55:00,A,IST,ISTANBUL,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,"","",NOT FINAL,לא סופי
6H,885,ISRAIR AIRLINES,2022-09-06T08:55:00,2022-09-06T08:55:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,"","",ON TIME,בזמן
AM,7885,AERO MEXICO,2022-09-06T09:00:00,2022-09-06T09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,"","",ON TIME,בזמן
LY,323,EL AL ISRAEL AIRLINES,2022-09-06T09:00:00,2022-09-06T09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,"","",ON TIME,בזמן
QY,994,EUROPEAN AIR TRANSPORT,2022-09-06T09:00:00,2022-09-06T09:00:00,A,BRU,BRUSSELS,בריסל,BRUSSELS,בלגיה,BELGIUM,3,"","",NOT FINAL,לא סופי
TK,7708,TURKISH AIRLINES,2022-09-06T09:00:00,2022-09-06T09:00:00,A,SAW,ISTANBUL-SABIHA GOKCHEN,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,"","",NOT FINAL,לא סופי
6H,441,ISRAIR AIRLINES,2022-09-06T09:00:00,2022-09-06T09:00:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,"","",ON TIME,בזמן
9U,548,AIR MOLDOVA,2022-09-06T09:00:00,2022-09-06T09:00:00,D,KIV,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,"","",ON TIME,בזמן
A3,926,AEGEAN  AIRLINES,2022-09-06T09:05:00,2022-09-06T09:05:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,"","",NOT FINAL,לא סופי
PC,791,PEGASUS AIRLINES,2022-09-06T09:05:00,2022-09-06T09:05:00,A,AYT,ANTALYA,אנטליה,ANTALYA,טורקיה,TURKEY,3,"","",NOT FINAL,לא סופי
IZ,025,ARKIA  ISRAELI  AIRLINES,2022-09-06T09:10:00,2022-09-06T09:10:00,D,RAK,MARRAKESH,מארקש,MARRAKESH,מרוקו,MOROCCO,3,"","",ON TIME,בזמן
U8,1532,TUS AIRWAYS,2022-09-06T09:10:00,2022-09-06T09:10:00,D,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3,"","",ON TIME,בזמן
XC,446,CORONDON AIRLINES,2022-09-06T09:10:00,2022-09-06T09:10:00,D,DLM,DALAMAN,דאלאמן,DALAMAN,טורקיה,TURKEY,3,"","",ON TIME,בזמן
BZ,112,BLUE BIRD AIRWAYS,2022-09-06T09:20:00,2022-09-06T09:20:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,"","",ON TIME,בזמן
6H,426,ISRAIR AIRLINES,2022-09-06T09:20:00,2022-09-06T09:20:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,"","",NOT FINAL,לא סופי
W6,3258,WIZZAIR,2022-09-06T09:25:00,2022-09-06T09:25:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,1,"","",ON TIME,בזמן
W6,3479,WIZZAIR,2022-09-06T09:25:00,2022-09-06T09:25:00,A,CLJ,CLUJ NAPOCA,קלוז' נפוקה,CLUJ,רומניה,ROMANIA,3,"","",NOT FINAL,לא סופי
QAS,T7MCB,QUALITY AIR SERVICES,2022-09-06T09:30:00,2022-09-06T09:30:00,D,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,"","",ON TIME,בזמן
6H,533,ISRAIR AIRLINES,2022-09-06T09:30:00,2022-09-06T09:30:00,D,CFU,CORFU,קורפו,CORFU,יוון,GREECE,1,"","",ON TIME,בזמן
EK,2369,EMIRATES,2022-09-06T09:35:00,2022-09-06T09:35:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,"","",NOT FINAL,לא סופי
FZ,1549,FLYDUBAI,2022-09-06T09:35:00,2022-09-06T09:35:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,"","",NOT FINAL,לא סופי
W6,5561,WIZZAIR,2022-09-06T09:35:00,2022-09-06T09:35:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,"","",NOT FINAL,לא סופי
IZ,807,ARKIA  ISRAELI  AIRLINES,2022-09-06T09:40:00,2022-09-06T09:40:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,"","",ON TIME,בזמן
QAS,MBLUE,QUALITY AIR SERVICES,2022-09-06T09:45:00,2022-09-06T09:45:00,D,BQH,BIGGIN HILL,ביגין היל,BIGGIN HILL,בריטניה,UNITED KINGDOM,3,"","",ON TIME,בזמן
QY,960,EUROPEAN AIR TRANSPORT,2022-09-06T09:50:00,2022-09-06T09:50:00,A,LEJ,LEIPZIG-HALLE,לייפציג,LEIPZIG,גרמניה,GERMANY,3,"","",NOT FINAL,לא סופי
UA,084,UNITED AIRLINES,2022-09-06T09:55:00,2022-09-06T09:55:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,"","",NOT FINAL,לא סופי
3U,3779,SICHUAN AIRLINES,2022-09-06T09:55:00,2022-09-06T09:55:00,A,CTU,CHENGDU,צ'נגדו,CHENGDU,סין,CHINA,3,"","",NOT FINAL,לא סופי
6H,713,ISRAIR AIRLINES,2022-09-06T09:55:00,2022-09-06T09:55:00,D,VAR,VARNA,וארנה,VARNA,בולגריה,BULGARIA,3,"","",ON TIME,בזמן
AC,080,AIR CANADA,2022-09-06T10:00:00,2022-09-06T10:00:00,A,YYZ,TORONTO,טורונטו,TORONTO,קנדה,CANADA,3,"","",NOT FINAL,לא סופי
A3,927,AEGEAN  AIRLINES,2022-09-06T10:00:00,2022-09-06T10:00:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,"","",ON TIME,בזמן
